conta_id,cliente_id,agencia,numero_conta,tipo_conta,saldo,limite_credito,status_conta,data_abertura,updated_at,cdc_operation,cdc_sequence,cdc_event_at,source_batch
673,477,670,49066129,POUPANCA,22944.37,27939.52,ATIVA,2025-06-28,2026-07-25T23:19:00,U,3018,2026-07-25T23:19:00,batch_002
368,399,87,12225703,CORRENTE,67986.08,30012.27,BLOQUEADA,2020-12-03,2026-07-25T23:19:00,U,3019,2026-07-25T23:19:00,batch_002
597,28,4700,65063412,CORRENTE,28387.6,3843.11,ATIVA,2022-10-09,2026-07-25T23:19:00,U,3020,2026-07-25T23:19:00,batch_002
112,662,895,32123816,POUPANCA,65471.76,12054.09,ATIVA,2023-02-16,2026-07-25T23:19:00,U,3021,2026-07-25T23:19:00,batch_002
621,746,4106,59845277,CORRENTE,148518.1,7442.71,ATIVA,2022-12-24,2026-07-25T23:19:00,U,3022,2026-07-25T23:19:00,batch_002
655,913,3616,9868992,POUPANCA,95119.62,2716.97,ATIVA,2020-05-13,2026-07-25T23:19:00,U,3023,2026-07-25T23:19:00,batch_002
622,956,620,89201886,POUPANCA,52307.96,35002.76,ATIVA,2025-10-07,2026-07-25T23:19:00,U,3024,2026-07-25T23:19:00,batch_002
179,35,4832,2694824,POUPANCA,36760.68,5236.25,INATIVA,2021-03-20,2026-07-25T23:19:00,U,3025,2026-07-25T23:19:00,batch_002
343,997,3652,69306248,POUPANCA,50072.64,43385.97,ATIVA,2023-03-04,2026-07-25T23:19:00,U,3026,2026-07-25T23:19:00,batch_002
730,747,3963,67767770,PAGAMENTO,7251.86,40979.33,ATIVA,2025-07-29,2026-07-25T23:19:00,U,3027,2026-07-25T23:19:00,batch_002
650,373,4671,28130661,POUPANCA,38511.27,30840.97,ATIVA,2022-10-09,2026-07-25T23:19:00,U,3028,2026-07-25T23:19:00,batch_002
1017,334,6720,60523604,CORRENTE,50838.72,25303.23,BLOQUEADA,2025-04-05,2026-07-25T23:19:00,U,3029,2026-07-25T23:19:00,batch_002
496,247,9387,20501645,POUPANCA,145004.2,45486.77,ATIVA,2023-04-20,2026-07-25T23:19:00,U,3030,2026-07-25T23:19:00,batch_002
619,625,6433,23950103,PAGAMENTO,76705.09,7193.63,ATIVA,2025-01-05,2026-07-25T23:19:00,U,3031,2026-07-25T23:19:00,batch_002
1177,622,1651,57835430,CORRENTE,32194.53,24564.32,BLOQUEADA,2023-11-19,2026-07-25T23:19:00,U,3032,2026-07-25T23:19:00,batch_002
116,62,6521,67996125,POUPANCA,88901.14,25052.45,ATIVA,2026-05-27,2026-07-25T23:19:00,U,3033,2026-07-25T23:19:00,batch_002
1026,791,6184,27076823,CORRENTE,60549.57,11927.02,ATIVA,2022-09-11,2026-07-25T23:19:00,U,3034,2026-07-25T23:19:00,batch_002
1074,811,119,50421011,PAGAMENTO,84076.28,48102.89,BLOQUEADA,2020-01-15,2026-07-25T23:19:00,U,3035,2026-07-25T23:19:00,batch_002
956,676,174,60855828,POUPANCA,73508.63,21405.29,ATIVA,2021-05-26,2026-07-25T23:19:00,U,3036,2026-07-25T23:19:00,batch_002
1052,157,9058,97529076,CORRENTE,50030.51,23182.56,ATIVA,2022-03-12,2026-07-25T23:19:00,U,3037,2026-07-25T23:19:00,batch_002
648,476,3410,37101349,CORRENTE,39262.0,39830.65,INATIVA,2021-10-24,2026-07-25T23:19:00,U,3038,2026-07-25T23:19:00,batch_002
23,632,7917,88487647,POUPANCA,13921.49,26610.62,INATIVA,2025-05-21,2026-07-25T23:19:00,U,3039,2026-07-25T23:19:00,batch_002
514,530,2331,62220514,PAGAMENTO,72962.74,36132.34,ATIVA,2022-12-22,2026-07-25T23:19:00,U,3040,2026-07-25T23:19:00,batch_002
740,405,6564,93286303,PAGAMENTO,146849.41,37071.61,ATIVA,2023-06-27,2026-07-25T23:19:00,U,3041,2026-07-25T23:19:00,batch_002
219,639,6507,78448539,CORRENTE,-3780.63,49971.47,INATIVA,2026-06-12,2026-07-25T23:19:00,U,3042,2026-07-25T23:19:00,batch_002
464,323,356,92572542,POUPANCA,147948.95,25563.57,ATIVA,2026-01-26,2026-07-25T23:19:00,U,3043,2026-07-25T23:19:00,batch_002
492,356,5766,47698046,PAGAMENTO,41696.95,49799.72,ATIVA,2023-03-16,2026-07-25T23:19:00,U,3044,2026-07-25T23:19:00,batch_002
82,508,9007,68559219,CORRENTE,79961.2,13394.45,ATIVA,2024-09-12,2026-07-25T23:19:00,U,3045,2026-07-25T23:19:00,batch_002
617,264,2654,9931718,POUPANCA,124993.65,19139.95,ATIVA,2025-05-17,2026-07-25T23:19:00,U,3046,2026-07-25T23:19:00,batch_002
831,887,6536,11970653,CORRENTE,124973.08,8147.03,ATIVA,2023-02-23,2026-07-25T23:19:00,U,3047,2026-07-25T23:19:00,batch_002
512,397,8457,84644216,CORRENTE,33901.09,21977.69,ATIVA,2024-07-15,2026-07-25T23:19:00,U,3048,2026-07-25T23:19:00,batch_002
444,889,9809,74426457,CORRENTE,7023.97,7751.27,ATIVA,2021-08-14,2026-07-25T23:19:00,U,3049,2026-07-25T23:19:00,batch_002
1011,474,9440,5245872,PAGAMENTO,14895.11,32314.96,ATIVA,2020-12-29,2026-07-25T23:19:00,U,3050,2026-07-25T23:19:00,batch_002
715,979,5833,6538404,POUPANCA,37273.51,31947.33,ATIVA,2025-11-03,2026-07-25T23:19:00,U,3051,2026-07-25T23:19:00,batch_002
139,840,6462,10043578,PAGAMENTO,86615.38,21749.14,ATIVA,2022-09-15,2026-07-25T23:19:00,U,3052,2026-07-25T23:19:00,batch_002
628,677,3130,40113699,PAGAMENTO,58558.6,5338.4,ATIVA,2024-06-20,2026-07-25T23:19:00,U,3053,2026-07-25T23:19:00,batch_002
395,511,6946,28257192,POUPANCA,104581.45,18615.48,ATIVA,2026-03-13,2026-07-25T23:19:00,U,3054,2026-07-25T23:19:00,batch_002
473,995,7301,79877291,PAGAMENTO,72148.48,11104.28,ATIVA,2025-01-11,2026-07-25T23:19:00,U,3055,2026-07-25T23:19:00,batch_002
765,824,3701,83828674,PAGAMENTO,150098.94,35885.34,ATIVA,2025-08-10,2026-07-25T23:19:00,U,3056,2026-07-25T23:19:00,batch_002
968,710,3773,62617504,PAGAMENTO,38854.97,24037.31,ATIVA,2025-02-25,2026-07-25T23:19:00,U,3057,2026-07-25T23:19:00,batch_002
921,601,1664,33059987,PAGAMENTO,95855.36,6278.57,ATIVA,2025-06-25,2026-07-25T23:19:00,U,3058,2026-07-25T23:19:00,batch_002
462,985,7413,60062405,POUPANCA,-6593.18,1733.15,ATIVA,2022-09-21,2026-07-25T23:19:00,U,3059,2026-07-25T23:19:00,batch_002
84,754,4056,39957817,CORRENTE,66448.86,17428.85,ATIVA,2021-08-11,2026-07-25T23:19:00,U,3060,2026-07-25T23:19:00,batch_002
971,200,9596,48306201,CORRENTE,155221.59,9956.14,ATIVA,2022-01-23,2026-07-25T23:19:00,U,3061,2026-07-25T23:19:00,batch_002
817,898,4313,82266283,POUPANCA,76803.96,21788.77,ATIVA,2025-04-14,2026-07-25T23:19:00,U,3062,2026-07-25T23:19:00,batch_002
1042,425,4727,3180066,CORRENTE,134607.86,16563.51,ATIVA,2020-02-13,2026-07-25T23:19:00,U,3063,2026-07-25T23:19:00,batch_002
587,461,6304,47688530,CORRENTE,22304.24,30228.66,ATIVA,2025-11-01,2026-07-25T23:19:00,U,3064,2026-07-25T23:19:00,batch_002
465,586,2535,12655005,CORRENTE,76773.17,7805.36,BLOQUEADA,2020-07-02,2026-07-25T23:19:00,U,3065,2026-07-25T23:19:00,batch_002
167,539,5979,9735028,POUPANCA,102786.4,33106.98,ATIVA,2024-10-01,2026-07-25T23:19:00,U,3066,2026-07-25T23:19:00,batch_002
1185,70,7911,56237787,PAGAMENTO,138993.95,25193.47,ATIVA,2021-12-25,2026-07-25T23:19:00,U,3067,2026-07-25T23:19:00,batch_002
336,679,3914,82414514,PAGAMENTO,32383.33,25706.83,ATIVA,2020-02-25,2026-07-25T23:19:00,U,3068,2026-07-25T23:19:00,batch_002
18,564,5531,34537813,POUPANCA,149393.53,32084.72,ATIVA,2022-02-26,2026-07-25T23:19:00,U,3069,2026-07-25T23:19:00,batch_002
991,866,4497,25587595,PAGAMENTO,97422.67,6893.26,INATIVA,2026-06-13,2026-07-25T23:19:00,U,3070,2026-07-25T23:19:00,batch_002
760,582,8434,56528834,POUPANCA,1332.72,23485.0,INATIVA,2020-04-26,2026-07-25T23:19:00,U,3071,2026-07-25T23:19:00,batch_002
858,962,5682,60173216,PAGAMENTO,72394.15,8066.67,ATIVA,2025-07-10,2026-07-25T23:19:00,U,3072,2026-07-25T23:19:00,batch_002
958,198,1770,13782773,CORRENTE,89244.74,3377.22,ATIVA,2023-07-26,2026-07-25T23:19:00,U,3073,2026-07-25T23:19:00,batch_002
374,283,6545,47395993,PAGAMENTO,62378.16,29304.01,ATIVA,2025-02-27,2026-07-25T23:19:00,U,3074,2026-07-25T23:19:00,batch_002
536,25,7617,83947920,CORRENTE,113845.06,10366.54,INATIVA,2025-12-03,2026-07-25T23:19:00,U,3075,2026-07-25T23:19:00,batch_002
5,419,2445,40250353,POUPANCA,38786.13,26896.41,ATIVA,2023-03-27,2026-07-25T23:19:00,U,3076,2026-07-25T23:19:00,batch_002
845,690,1743,58223506,PAGAMENTO,10276.51,19746.69,ATIVA,2024-09-13,2026-07-25T23:19:00,U,3077,2026-07-25T23:19:00,batch_002
1030,405,7011,16214034,CORRENTE,36071.66,17828.82,ATIVA,2022-03-08,2026-07-25T23:19:00,U,3078,2026-07-25T23:19:00,batch_002
262,997,2141,64837854,POUPANCA,26630.41,20564.21,ATIVA,2024-05-15,2026-07-25T23:19:00,U,3079,2026-07-25T23:19:00,batch_002
264,742,9258,30062747,PAGAMENTO,137855.54,25954.98,INATIVA,2025-05-15,2026-07-25T23:19:00,U,3080,2026-07-25T23:19:00,batch_002
365,569,7926,34061459,POUPANCA,95067.84,38709.72,BLOQUEADA,2020-06-02,2026-07-25T23:19:00,U,3081,2026-07-25T23:19:00,batch_002
248,851,1719,68663748,PAGAMENTO,97059.71,14135.34,ATIVA,2026-04-04,2026-07-25T23:19:00,U,3082,2026-07-25T23:19:00,batch_002
837,540,8597,11270277,POUPANCA,75405.41,3959.16,ATIVA,2024-03-24,2026-07-25T23:19:00,U,3083,2026-07-25T23:19:00,batch_002
988,661,1244,48196638,CORRENTE,41687.94,25088.25,ATIVA,2025-09-14,2026-07-25T23:19:00,U,3084,2026-07-25T23:19:00,batch_002
331,84,4598,18790706,PAGAMENTO,41070.22,36677.23,ATIVA,2023-06-22,2026-07-25T23:19:00,U,3085,2026-07-25T23:19:00,batch_002
725,81,6961,92720041,CORRENTE,17139.22,38734.62,ATIVA,2023-10-03,2026-07-25T23:19:00,U,3086,2026-07-25T23:19:00,batch_002
1079,770,4073,49449824,POUPANCA,103190.2,32943.81,ATIVA,2025-03-29,2026-07-25T23:19:00,U,3087,2026-07-25T23:19:00,batch_002
441,775,5691,58883854,PAGAMENTO,34054.6,34462.5,ATIVA,2023-06-14,2026-07-25T23:19:00,U,3088,2026-07-25T23:19:00,batch_002
62,475,9644,92668927,PAGAMENTO,15984.99,49885.14,INATIVA,2023-03-05,2026-07-25T23:19:00,U,3089,2026-07-25T23:19:00,batch_002
584,12,1176,87025332,CORRENTE,16622.73,44244.43,ATIVA,2024-09-04,2026-07-25T23:19:00,U,3090,2026-07-25T23:19:00,batch_002
781,681,9510,70499223,POUPANCA,85844.63,4512.44,ATIVA,2023-10-25,2026-07-25T23:19:00,U,3091,2026-07-25T23:19:00,batch_002
972,225,4293,96480626,CORRENTE,58315.08,27725.25,ATIVA,2019-08-30,2026-07-25T23:19:00,U,3092,2026-07-25T23:19:00,batch_002
282,107,6348,88251084,PAGAMENTO,103027.45,16092.19,ATIVA,2022-04-08,2026-07-25T23:19:00,U,3093,2026-07-25T23:19:00,batch_002
843,602,7455,89960757,POUPANCA,105501.1,13253.72,ATIVA,2025-10-18,2026-07-25T23:19:00,U,3094,2026-07-25T23:19:00,batch_002
273,373,890,29919563,POUPANCA,47753.21,38370.82,ATIVA,2025-11-11,2026-07-25T23:19:00,U,3095,2026-07-25T23:19:00,batch_002
679,829,1076,25280390,POUPANCA,25517.9,19534.13,ATIVA,2023-08-27,2026-07-25T23:19:00,U,3096,2026-07-25T23:19:00,batch_002
674,727,3355,18576513,POUPANCA,41105.31,5677.88,ATIVA,2024-07-11,2026-07-25T23:19:00,U,3097,2026-07-25T23:19:00,batch_002
1031,412,5182,1608114,POUPANCA,39547.81,11004.81,ATIVA,2023-04-20,2026-07-25T23:19:00,U,3098,2026-07-25T23:19:00,batch_002
26,635,8626,33878997,POUPANCA,43598.8,19844.82,ATIVA,2023-06-05,2026-07-25T23:19:00,U,3099,2026-07-25T23:19:00,batch_002
1083,675,1646,98553091,POUPANCA,42438.78,9753.85,ATIVA,2019-10-18,2026-07-25T23:19:00,U,3100,2026-07-25T23:19:00,batch_002
1146,590,941,11352823,PAGAMENTO,41092.26,46479.45,ENCERRADA,2023-03-06,2026-07-25T23:19:00,D,4001,2026-07-25T23:19:00,batch_002
708,310,9589,40790698,POUPANCA,82790.36,23172.59,ENCERRADA,2024-03-18,2026-07-25T23:19:00,D,4002,2026-07-25T23:19:00,batch_002
496,247,9387,20501645,POUPANCA,145506.92,45486.77,ENCERRADA,2023-04-20,2026-07-25T23:19:00,D,4003,2026-07-25T23:19:00,batch_002
706,937,4479,55635130,CORRENTE,82261.61,35512.35,ENCERRADA,2020-07-03,2026-07-25T23:19:00,D,4004,2026-07-25T23:19:00,batch_002
508,502,5324,61410641,CORRENTE,62702.24,38810.74,ENCERRADA,2025-12-11,2026-07-25T23:19:00,D,4005,2026-07-25T23:19:00,batch_002
394,562,4307,31828279,POUPANCA,69380.17,30654.2,ENCERRADA,2025-09-20,2026-07-25T23:19:00,D,4006,2026-07-25T23:19:00,batch_002
202,413,2357,82979371,PAGAMENTO,101323.96,20085.99,ENCERRADA,2025-05-02,2026-07-25T23:19:00,D,4007,2026-07-25T23:19:00,batch_002
335,298,2194,62371132,PAGAMENTO,75337.83,19839.26,ENCERRADA,2024-11-19,2026-07-25T23:19:00,D,4008,2026-07-25T23:19:00,batch_002
1117,586,2052,13346780,POUPANCA,7183.49,45444.03,ENCERRADA,2022-10-30,2026-07-25T23:19:00,D,4009,2026-07-25T23:19:00,batch_002
421,816,119,73579796,POUPANCA,26257.07,44108.1,ENCERRADA,2022-03-03,2026-07-25T23:19:00,D,4010,2026-07-25T23:19:00,batch_002
