conta_id,cliente_id,agencia,numero_conta,tipo_conta,saldo,limite_credito,status_conta,data_abertura,updated_at
125,467,8369,48335012,CORRENTE,73690.53,28344.31,ATIVA,2024-01-31,2024-01-31T02:17:33
126,262,1686,77029206,PAGAMENTO,107723.7,11420.22,ATIVA,2024-04-17,2024-04-17T21:14:13
127,46,0202,32823141,CORRENTE,69444.1,19148.97,ATIVA,2024-01-29,2024-01-29T18:44:34
128,954,0580,74204256,PAGAMENTO,110451.54,20968.47,ATIVA,2019-11-22,2019-11-22T20:02:17
129,427,5242,36407627,CORRENTE,84659.23,5970.05,ATIVA,2022-03-11,2022-03-11T00:01:01
130,54,2939,29955392,PAGAMENTO,147165.61,47703.97,ATIVA,2023-11-02,2023-11-02T04:49:17
131,477,4626,41701150,POUPANCA,10673.79,22837.31,ATIVA,2022-06-29,2022-06-29T13:02:28
132,299,9238,40790017,PAGAMENTO,92464.42,23196.33,ATIVA,2020-05-02,2020-05-02T07:26:28
133,506,3202,98309565,PAGAMENTO,113473.54,12256.34,ATIVA,2025-02-27,2025-02-27T06:54:44
134,420,0392,31272428,PAGAMENTO,50329.61,41978.7,ATIVA,2022-01-17,2022-01-17T17:31:06
135,974,5489,00196232,PAGAMENTO,54881.91,36904.13,ATIVA,2025-02-04,2025-02-04T10:16:31
136,211,8681,31966314,POUPANCA,72534.4,2994.75,ENCERRADA,2020-11-10,2020-11-10T07:44:30
137,729,4585,12485825,CORRENTE,137994.35,44864.37,ATIVA,2020-01-19,2020-01-19T22:51:32
138,718,6103,61533195,PAGAMENTO,10447.62,4778.85,ATIVA,2020-10-19,2020-10-19T13:29:18
139,840,6462,10043578,PAGAMENTO,84092.66,21749.14,BLOQUEADA,2022-09-15,2022-09-15T15:41:34
140,243,4779,35029611,POUPANCA,138721.4,19647.63,ATIVA,2024-09-25,2024-09-25T16:14:27
141,335,5212,60768131,POUPANCA,33125.71,47177.73,ATIVA,2026-07-04,2026-07-04T05:33:30
142,789,9580,14626087,CORRENTE,13612.81,22478.34,ATIVA,2021-08-17,2021-08-17T01:27:28
143,124,8781,48088527,CORRENTE,66417.35,23167.33,ATIVA,2022-12-22,2022-12-22T08:04:06
144,93,2583,92080723,POUPANCA,123523.97,34843.9,ATIVA,2022-02-05,2022-02-05T10:58:08
145,856,5371,19907684,CORRENTE,105951.5,48420.0,ATIVA,2022-09-06,2022-09-06T05:47:35
146,51,4897,34918996,CORRENTE,2240.02,20219.61,ATIVA,2019-12-16,2019-12-16T19:39:20
147,767,9014,33534653,CORRENTE,67961.6,40194.84,ATIVA,2025-05-06,2025-05-06T11:42:44
148,13,1011,29835009,CORRENTE,27715.29,20029.09,ATIVA,2020-10-18,2020-10-18T00:26:02
149,961,1377,78158178,PAGAMENTO,36970.15,40637.35,ATIVA,2024-04-08,2024-04-08T07:50:40
150,67,3240,86702894,POUPANCA,120918.05,4598.93,ATIVA,2021-01-22,2021-01-22T04:20:40
151,829,5433,16445385,CORRENTE,141197.8,2531.89,INATIVA,2026-03-31,2026-03-31T13:02:20
152,444,6472,66588958,CORRENTE,55866.24,21333.2,ATIVA,2025-09-16,2025-09-16T13:20:29
153,931,3067,36907429,POUPANCA,65516.74,7431.57,ATIVA,2021-08-02,2021-08-02T07:38:01
154,632,4027,86876237,POUPANCA,73580.97,44138.93,ATIVA,2020-06-22,2020-06-22T22:22:47
155,90,4584,51407441,CORRENTE,61433.31,32132.63,ATIVA,2021-08-29,2021-08-29T13:34:38
156,256,8908,02621270,POUPANCA,116742.15,17955.61,ATIVA,2021-09-26,2021-09-26T15:17:27
157,497,5637,75920408,PAGAMENTO,46544.67,13521.78,ATIVA,2020-09-09,2020-09-09T23:53:39
158,612,3589,03933044,POUPANCA,6435.16,49576.57,ATIVA,2023-07-29,2023-07-29T19:34:37
159,786,9569,31240804,CORRENTE,12770.49,32843.22,ATIVA,2022-08-23,2022-08-23T09:32:14
160,836,0917,29448925,PAGAMENTO,126592.03,39869.53,ATIVA,2026-02-02,2026-02-02T14:39:19
161,860,2847,23635792,CORRENTE,87859.23,40310.51,ATIVA,2022-09-21,2022-09-21T05:01:24
162,936,9693,03785822,PAGAMENTO,104335.52,47377.94,ATIVA,2023-04-28,2023-04-28T04:14:33
163,577,3085,66065553,PAGAMENTO,44630.59,24521.82,ATIVA,2022-10-14,2022-10-14T13:06:21
164,239,9858,29368040,CORRENTE,77783.4,34.17,INATIVA,2023-07-14,2023-07-14T19:59:37
165,207,2138,45735905,PAGAMENTO,24562.63,40121.22,ATIVA,2021-02-19,2021-02-19T10:58:26
166,61,0360,19825572,PAGAMENTO,104966.19,7082.63,ATIVA,2024-09-21,2024-09-21T05:44:52
167,539,5979,09735028,POUPANCA,104942.05,33106.98,ATIVA,2024-10-01,2024-10-01T08:29:04
168,345,4945,43299070,CORRENTE,146318.75,36617.6,ATIVA,2020-02-09,2020-02-09T21:21:37
169,655,7983,87131501,POUPANCA,24065.91,48437.14,ATIVA,2020-07-02,2020-07-02T15:55:44
170,952,5847,29962392,PAGAMENTO,87314.9,8767.58,ATIVA,2025-09-04,2025-09-04T01:52:05
171,706,4826,17092409,CORRENTE,108646.72,47439.41,BLOQUEADA,2022-05-20,2022-05-20T09:35:27
172,401,9298,04346339,CORRENTE,89364.27,46051.91,BLOQUEADA,2022-01-20,2022-01-20T23:58:51
173,227,9266,13973439,POUPANCA,18948.11,37267.17,ATIVA,2024-08-02,2024-08-02T19:31:40
174,328,2751,85387543,CORRENTE,122803.43,33501.23,ATIVA,2019-10-09,2019-10-09T17:32:57
175,344,7318,01529495,POUPANCA,29476.85,34658.8,ATIVA,2025-12-06,2025-12-06T18:07:13
176,806,1771,96692276,CORRENTE,4842.49,21911.01,ATIVA,2021-12-28,2021-12-28T11:44:32
177,171,6784,66180345,POUPANCA,51062.75,18767.38,ATIVA,2024-11-29,2024-11-29T14:57:43
178,808,9471,87371656,PAGAMENTO,31901.37,22564.37,ATIVA,2021-10-07,2021-10-07T05:29:28
179,35,4832,02694824,POUPANCA,37321.98,5236.25,ATIVA,2021-03-20,2021-03-20T06:43:41
180,910,6152,21596236,PAGAMENTO,8937.87,47091.71,ENCERRADA,2020-04-15,2020-04-15T14:58:42
181,347,9733,82362001,POUPANCA,104936.96,21566.17,ATIVA,2024-01-01,2024-01-01T00:36:46
182,622,7114,21086113,CORRENTE,12941.82,10277.52,ATIVA,2025-07-31,2025-07-31T15:07:05
183,714,9079,96910314,PAGAMENTO,79869.13,33029.89,ATIVA,2021-04-17,2021-04-17T08:51:24
184,99,0814,52734443,PAGAMENTO,81323.55,24547.41,ATIVA,2025-01-25,2025-01-25T03:00:20
185,4,7006,11761280,POUPANCA,123144.34,31254.55,ATIVA,2022-02-09,2022-02-09T17:28:20
186,100,0422,27776760,CORRENTE,94824.08,48852.88,ATIVA,2021-09-06,2021-09-06T01:39:34
187,119,5053,53347165,POUPANCA,72087.26,33052.0,ATIVA,2023-04-10,2023-04-10T12:21:18
188,558,6350,24814338,POUPANCA,132537.64,18470.08,ATIVA,2024-10-18,2024-10-18T03:22:27
189,270,7205,62419023,POUPANCA,32001.95,13428.1,ATIVA,2022-09-25,2022-09-25T15:24:27
190,771,1585,11503441,PAGAMENTO,49928.19,27072.45,ENCERRADA,2021-06-24,2021-06-24T09:52:59
191,604,3728,74303191,CORRENTE,125721.57,40920.26,ATIVA,2026-05-01,2026-05-01T23:03:14
192,549,7780,76868411,CORRENTE,70130.0,3947.75,INATIVA,2020-04-13,2020-04-13T23:52:18
193,732,0569,67390919,PAGAMENTO,134819.4,40022.52,ATIVA,2019-11-21,2019-11-21T18:25:14
194,636,2416,16143960,POUPANCA,23864.04,49218.4,ENCERRADA,2025-05-25,2025-05-25T14:35:41
195,828,3158,16936399,CORRENTE,62064.67,49414.0,ATIVA,2025-02-13,2025-02-13T15:03:59
196,843,2423,79865945,POUPANCA,46261.8,36355.15,ATIVA,2020-11-24,2020-11-24T09:29:10
197,90,6359,74673940,POUPANCA,81688.26,42831.21,ATIVA,2025-03-20,2025-03-20T17:32:38
198,940,0203,94007724,PAGAMENTO,87105.35,39084.28,ATIVA,2024-07-17,2024-07-17T14:43:13
199,154,2429,76046950,PAGAMENTO,86358.26,48241.58,ATIVA,2023-09-06,2023-09-06T10:18:00
200,109,9220,13554708,POUPANCA,129789.98,44006.79,ATIVA,2023-09-05,2023-09-05T22:00:28
201,271,6276,87884114,POUPANCA,84733.54,23652.33,ATIVA,2020-07-29,2020-07-29T01:58:30
202,413,2357,82979371,PAGAMENTO,101323.96,20085.99,ATIVA,2025-05-02,2025-05-02T09:25:06
203,901,5432,92679188,CORRENTE,5016.87,23760.91,ATIVA,2025-01-11,2025-01-11T12:24:53
204,382,0332,45347618,POUPANCA,44919.77,42142.33,ATIVA,2020-06-23,2020-06-23T08:31:38
205,702,1610,30595927,CORRENTE,43323.27,37186.18,ATIVA,2022-04-17,2022-04-17T15:30:35
206,329,4415,97817802,POUPANCA,89759.32,4464.34,ATIVA,2019-09-13,2019-09-13T08:59:43
207,936,6672,99447928,POUPANCA,113322.73,43359.45,ATIVA,2023-01-13,2023-01-13T21:35:25
208,528,2605,08806961,POUPANCA,105709.33,20169.26,ATIVA,2020-10-25,2020-10-25T05:46:19
209,537,9318,03885357,CORRENTE,26896.43,41646.5,ATIVA,2025-05-18,2025-05-18T06:54:54
210,256,0542,61263504,CORRENTE,137499.74,35231.7,ATIVA,2024-07-15,2024-07-15T09:50:21
211,844,7606,67796915,POUPANCA,94400.0,6193.64,ATIVA,2020-07-16,2020-07-16T14:57:53
212,382,8009,79731182,POUPANCA,24581.51,43524.04,ATIVA,2025-04-16,2025-04-16T16:20:10
213,359,5641,21946426,POUPANCA,111716.57,34442.53,ATIVA,2023-07-18,2023-07-18T09:05:17
214,396,0814,21865062,PAGAMENTO,116424.1,10715.93,ATIVA,2024-09-16,2024-09-16T19:43:28
215,231,3388,36115787,PAGAMENTO,59949.85,1002.62,ATIVA,2020-08-22,2020-08-22T07:56:15
216,786,0146,63632250,CORRENTE,96224.16,30057.1,ATIVA,2022-11-18,2022-11-18T10:29:04
217,259,9968,40998107,PAGAMENTO,144971.23,32137.02,ATIVA,2026-03-21,2026-03-21T16:21:56
218,386,5714,61605672,POUPANCA,30776.88,15107.25,ATIVA,2022-06-15,2022-06-15T19:08:36
219,639,6507,78448539,CORRENTE,-1379.5,49971.47,BLOQUEADA,2026-06-12,2026-06-12T10:41:00
220,860,6132,75357499,PAGAMENTO,88050.31,14133.84,ATIVA,2020-02-10,2020-02-10T20:19:04
221,494,1046,45135228,POUPANCA,95190.7,43074.58,ATIVA,2023-05-30,2023-05-30T08:04:27
222,729,4896,25281263,CORRENTE,76387.27,12015.1,ATIVA,2021-05-20,2021-05-20T00:15:18
223,878,9831,54237173,PAGAMENTO,46236.83,6996.48,ATIVA,2020-12-09,2020-12-09T17:52:51
224,510,4844,34819605,POUPANCA,59201.33,36836.6,ATIVA,2023-11-24,2023-11-24T10:05:59
225,586,3112,46059102,PAGAMENTO,106288.82,34315.91,ATIVA,2020-07-06,2020-07-06T20:06:54
226,488,5874,68090648,POUPANCA,126426.43,42031.93,ATIVA,2023-03-15,2023-03-15T01:12:45
227,186,4814,13100062,POUPANCA,17011.48,12932.59,ATIVA,2020-10-07,2020-10-07T03:35:34
228,782,3000,91229450,POUPANCA,97301.28,11112.68,ATIVA,2025-05-24,2025-05-24T11:10:53
229,893,5032,56434873,POUPANCA,54181.57,29278.53,ATIVA,2024-10-16,2024-10-16T02:39:24
230,121,7710,07204399,PAGAMENTO,86495.13,47215.05,ATIVA,2020-04-10,2020-04-10T08:14:33
231,911,3188,67172937,CORRENTE,129793.41,19083.46,ATIVA,2025-11-21,2025-11-21T16:39:02
232,56,2471,18436853,CORRENTE,49757.16,49359.58,INATIVA,2020-01-08,2020-01-08T17:44:37
233,469,2347,42464269,PAGAMENTO,25004.41,4040.57,ATIVA,2025-10-13,2025-10-13T21:42:07
234,182,5135,85161011,CORRENTE,-1781.19,13676.39,ATIVA,2023-11-06,2023-11-06T08:35:01
235,173,9442,21264802,POUPANCA,117244.66,38987.62,ATIVA,2023-09-23,2023-09-23T02:10:49
236,445,7036,54142557,POUPANCA,144712.5,19165.82,ATIVA,2021-07-05,2021-07-05T11:38:43
237,205,6113,01889399,POUPANCA,112919.28,26551.69,ATIVA,2026-07-17,2026-07-17T05:44:51
238,5,4077,30368870,PAGAMENTO,131240.23,15604.61,ATIVA,2024-10-29,2024-10-29T01:33:05
239,516,9645,41086073,CORRENTE,7456.27,2285.92,BLOQUEADA,2020-11-20,2020-11-20T18:44:26
240,467,8525,80043416,PAGAMENTO,49019.86,44398.7,ENCERRADA,2020-11-24,2020-11-24T05:35:27
241,351,8032,48217838,CORRENTE,22644.74,45344.71,ATIVA,2020-05-25,2020-05-25T14:35:09
242,20,3743,30107904,PAGAMENTO,147694.13,10559.51,ATIVA,2024-08-12,2024-08-12T20:39:43
243,517,2769,16530522,POUPANCA,105944.29,39606.36,ATIVA,2024-03-29,2024-03-29T21:45:08
244,656,4191,71770707,PAGAMENTO,4909.51,49734.01,ATIVA,2021-08-29,2021-08-29T03:49:01
245,670,0324,06474000,PAGAMENTO,15157.95,22215.71,ATIVA,2022-12-10,2022-12-10T22:35:18
246,259,7773,94203158,CORRENTE,28837.97,34287.0,ATIVA,2024-05-22,2024-05-22T12:23:34
247,431,1655,88916959,PAGAMENTO,38671.52,30281.72,ATIVA,2020-03-16,2020-03-16T21:46:11
248,851,1719,68663748,PAGAMENTO,91698.94,14135.34,ATIVA,2026-04-04,2026-04-04T22:23:44
249,510,3255,81738840,CORRENTE,116138.73,41574.94,ENCERRADA,2022-04-22,2022-04-22T12:33:32
250,367,6714,39641368,CORRENTE,3509.37,24817.74,ATIVA,2023-05-01,2023-05-01T13:31:53
251,956,7876,44372867,CORRENTE,-2082.46,33581.66,INATIVA,2021-06-02,2021-06-02T01:33:31
252,856,9407,89794604,POUPANCA,20244.54,4504.13,ATIVA,2025-05-06,2025-05-06T02:25:45
253,741,1660,34345257,PAGAMENTO,32751.94,49433.3,ATIVA,2023-06-26,2023-06-26T00:57:29
